"region","prefecture","commune","classe","libelle_classe","ispe","rang","niveau_priorite","points_faibles","points_forts","z_faibles","z_forts","explication"
"Centrale","Tchamba","Tchamba 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",58.6,42,"Prioritaire","Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)|Enseignants du préscolaire pour 100 établissements","Bâtiments construits depuis 2010 (%)|Bâtiments recensés par établissement|Enseignants pour 100 jardins d'enfants","-2.02|-0.91|-0.88","0.34|0.56|1.18","Tchamba 3 se situe au rang 42 sur 117 au niveau national avec un score ISPE de 58.6 (prioritaire). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%) ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : bâtiments construits depuis 2010 (%) ; bâtiments recensés par établissement ; enseignants pour 100 jardins d'enfants."
"Centrale","Tchaoudjo","Tchaoudjo 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",45,100,"Satisfaisant","Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²|Jardins d'enfants pour 100 écoles primaires","Toilettes améliorées (WC / eau) (%)|Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants","-0.6|-0.33|-0.32","0.56|1.25|1.9","Tchaoudjo 1 se situe au rang 100 sur 117 au niveau national avec un score ISPE de 45 (satisfaisant). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements pour 100 km² ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : toilettes améliorées (wc / eau) (%) ; enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants."
"Centrale","Tchaoudjo","Tchaoudjo 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",39.5,113,"Satisfaisant","Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²","Établissements avec terrain de sport (%)|Enseignants pour 100 jardins d'enfants|Enseignants du préscolaire pour 100 établissements","-1.01|-0.38|-0.37","1.25|1.9|2.02","Tchaoudjo 2 se situe au rang 113 sur 117 au niveau national avec un score ISPE de 39.5 (satisfaisant). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; enseignants pour 100 jardins d'enfants ; enseignants du préscolaire pour 100 établissements."
"Centrale","Tchaoudjo","Tchaoudjo 3",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",29.9,117,"Satisfaisant","Établissements pour 100 km²|Bâtiments recensés par établissement|Jardins d'enfants pour 100 écoles primaires","Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants|Points de toilettes pour 100 établissements","-0.4|-0.24|-0.07","1.85|1.9|2.5","Tchaoudjo 3 se situe au rang 117 sur 117 au niveau national avec un score ISPE de 29.9 (satisfaisant). Ce classement s'explique principalement par : établissements pour 100 km² ; bâtiments recensés par établissement ; jardins d'enfants pour 100 écoles primaires. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants ; points de toilettes pour 100 établissements."
"Centrale","Tchaoudjo","Tchaoudjo 4",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",39.6,112,"Satisfaisant","Jardins d'enfants pour 100 écoles primaires|Établissements pour 100 km²|Toilettes améliorées (WC / eau) (%)","Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants|Points de toilettes pour 100 établissements","-0.95|-0.39|-0.35","0.72|1.9|2.5","Tchaoudjo 4 se situe au rang 112 sur 117 au niveau national avec un score ISPE de 39.6 (satisfaisant). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; établissements pour 100 km² ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants ; points de toilettes pour 100 établissements."
"Kara","Assoli","Assoli 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",58.8,41,"Prioritaire","Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)|Établissements pour 100 km²","Points de toilettes pour 100 établissements|Enseignants du préscolaire pour 100 établissements|Enseignants pour 100 jardins d'enfants","-1.13|-0.39|-0.36","0.24|0.32|0.47","Assoli 1 se situe au rang 41 sur 117 au niveau national avec un score ISPE de 58.8 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; enseignants du préscolaire pour 100 établissements ; enseignants pour 100 jardins d'enfants."
"Kara","Assoli","Assoli 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",50.8,75,"Modéré","Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²|Bâtiments recensés par établissement","Enseignants du préscolaire pour 100 établissements|Établissements avec terrain de sport (%)|Jardins d'enfants pour 100 écoles primaires","-2.07|-0.38|-0.18","1.04|1.18|1.75","Assoli 2 se situe au rang 75 sur 117 au niveau national avec un score ISPE de 50.8 (modéré). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements pour 100 km² ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; établissements avec terrain de sport (%) ; jardins d'enfants pour 100 écoles primaires."
"Kara","Assoli","Assoli 3",4,"Classe 4 — Priorité faible : déficits marqués en couverture scolaire",47.4,91,"Modéré","Jardins d'enfants pour 100 écoles primaires|Établissements pour 100 km²|Toilettes améliorées (WC / eau) (%)","Enseignants pour 100 jardins d'enfants|Établissements avec terrain de sport (%)|Points de toilettes pour 100 établissements","-0.93|-0.38|-0.29","0.47|1.07|1.48","Assoli 3 se situe au rang 91 sur 117 au niveau national avec un score ISPE de 47.4 (modéré). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; établissements pour 100 km² ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : enseignants pour 100 jardins d'enfants ; établissements avec terrain de sport (%) ; points de toilettes pour 100 établissements."
"Kara","Bassar","Bassar 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",52.5,72,"Modéré","Bâtiments recensés par établissement|Établissements pour 100 km²|Bâtiments construits depuis 2010 (%)","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)","-0.6|-0.4|-0.38","0.25|0.68|1.78","Bassar 1 se situe au rang 72 sur 117 au niveau national avec un score ISPE de 52.5 (modéré). Ce classement s'explique principalement par : bâtiments recensés par établissement ; établissements pour 100 km² ; bâtiments construits depuis 2010 (%). Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%)."
"Kara","Bassar","Bassar 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",53.5,68,"À surveiller","Bâtiments recensés par établissement|Points de toilettes pour 100 établissements|Établissements pour 100 km²","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Bâtiments construits depuis 2010 (%)","-1.34|-0.47|-0.38","0.36|0.73|1.12","Bassar 2 se situe au rang 68 sur 117 au niveau national avec un score ISPE de 53.5 (à surveiller). Ce classement s'explique principalement par : bâtiments recensés par établissement ; points de toilettes pour 100 établissements ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; bâtiments construits depuis 2010 (%)."
"Kara","Bassar","Bassar 3",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",63.6,17,"Très prioritaire","Toilettes améliorées (WC / eau) (%)|Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements","Complétude du cycle éducatif (%)|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","-0.94|-0.77|-0.42","0.09|0.15|0.57","Bassar 3 se situe au rang 17 sur 117 au niveau national avec un score ISPE de 63.6 (très prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%)."
"Kara","Bassar","Bassar 4",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",61.6,28,"Prioritaire","Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements|Bâtiments recensés par établissement","Complétude du cycle éducatif (%)|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","-1.02|-0.78|-0.45","0.09|0.14|1.1","Bassar 4 se situe au rang 28 sur 117 au niveau national avec un score ISPE de 61.6 (prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%)."
"Kara","Binah","Binah 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",51.2,74,"Modéré","Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²","Établissements avec terrain de sport (%)|Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires","-1.01|-0.44|-0.31","0.49|1.11|1.45","Binah 1 se situe au rang 74 sur 117 au niveau national avec un score ISPE de 51.2 (modéré). Ce classement s'explique principalement par : bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : établissements avec terrain de sport (%) ; enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires."
"Kara","Binah","Binah 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",43.2,108,"Satisfaisant","Établissements pour 100 km²|Bâtiments recensés par établissement|Bibliothèques pour 100 établissements","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)","-0.29|-0.15|0","0.74|0.94|0.98","Binah 2 se situe au rang 108 sur 117 au niveau national avec un score ISPE de 43.2 (satisfaisant). Ce classement s'explique principalement par : établissements pour 100 km² ; bâtiments recensés par établissement ; bibliothèques pour 100 établissements. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%)."
"Kara","Dankpen","Dankpen 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",57.2,47,"Prioritaire","Toilettes améliorées (WC / eau) (%)|Bâtiments recensés par établissement|Points de toilettes pour 100 établissements","Enseignants du préscolaire pour 100 établissements|Bâtiments construits depuis 2010 (%)|Jardins d'enfants pour 100 écoles primaires","-1.02|-0.86|-0.58","0.41|0.62|0.85","Dankpen 1 se situe au rang 47 sur 117 au niveau national avec un score ISPE de 57.2 (prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; bâtiments recensés par établissement ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; bâtiments construits depuis 2010 (%) ; jardins d'enfants pour 100 écoles primaires."
"Kara","Dankpen","Dankpen 2",1,"Classe 1 — Priorité critique : déficits marqués en couverture scolaire",55.1,58,"À surveiller","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Toilettes améliorées (WC / eau) (%)","Bâtiments recensés par établissement|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","-1.03|-0.55|-0.5","0.2|0.45|1.26","Dankpen 2 se situe au rang 58 sur 117 au niveau national avec un score ISPE de 55.1 (à surveiller). Ce classement s'explique principalement par : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; toilettes améliorées (wc / eau) (%). Le territoire conserve des atouts relatifs sur : bâtiments recensés par établissement ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%)."
"Kara","Dankpen","Dankpen 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",53.8,67,"À surveiller","Bâtiments recensés par établissement|Points de toilettes pour 100 établissements|Établissements pour 100 km²","Enseignants du préscolaire pour 100 établissements|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","-1.04|-0.79|-0.39","0.33|0.68|1.44","Dankpen 3 se situe au rang 67 sur 117 au niveau national avec un score ISPE de 53.8 (à surveiller). Ce classement s'explique principalement par : bâtiments recensés par établissement ; points de toilettes pour 100 établissements ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%)."
"Kara","Doufelgou","Doufelgou 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",63.3,19,"Très prioritaire","Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)|Bâtiments recensés par établissement","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)","-1.43|-0.54|-0.51","0.2|0.58|0.74","Doufelgou 1 se situe au rang 19 sur 117 au niveau national avec un score ISPE de 63.3 (très prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%) ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%)."
"Kara","Doufelgou","Doufelgou 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",50.4,77,"Modéré","Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²|Bâtiments recensés par établissement","Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)|Jardins d'enfants pour 100 écoles primaires","-0.48|-0.37|-0.36","0.58|0.63|0.65","Doufelgou 2 se situe au rang 77 sur 117 au niveau national avec un score ISPE de 50.4 (modéré). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements pour 100 km² ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; établissements avec terrain de sport (%) ; jardins d'enfants pour 100 écoles primaires."
"Kara","Doufelgou","Doufelgou 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",48.8,84,"Modéré","Établissements pour 100 km²|Enseignants pour 100 jardins d'enfants|Bâtiments recensés par établissement","Points de toilettes pour 100 établissements|Toilettes améliorées (WC / eau) (%)|Établissements avec terrain de sport (%)","-0.38|-0.18|-0.06","0.38|0.58|0.93","Doufelgou 3 se situe au rang 84 sur 117 au niveau national avec un score ISPE de 48.8 (modéré). Ce classement s'explique principalement par : établissements pour 100 km² ; enseignants pour 100 jardins d'enfants ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; toilettes améliorées (wc / eau) (%) ; établissements avec terrain de sport (%)."
"Kara","Kozah","Kozah 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",43.8,106,"Satisfaisant","Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²|Bibliothèques pour 100 établissements","Points de toilettes pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Toilettes améliorées (WC / eau) (%)","-0.68|-0.06|0","0.66|0.82|1.08","Kozah 1 se situe au rang 106 sur 117 au niveau national avec un score ISPE de 43.8 (satisfaisant). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements pour 100 km² ; bibliothèques pour 100 établissements. Le territoire conserve des atouts relatifs sur : points de toilettes pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; toilettes améliorées (wc / eau) (%)."
"Kara","Kozah","Kozah 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",56.3,51,"À surveiller","Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²|Bibliothèques pour 100 établissements","Jardins d'enfants pour 100 écoles primaires|Enseignants du préscolaire pour 100 établissements|Établissements avec terrain de sport (%)","-2.33|-0.33|0","0.61|0.64|1.07","Kozah 2 se situe au rang 51 sur 117 au niveau national avec un score ISPE de 56.3 (à surveiller). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; établissements pour 100 km² ; bibliothèques pour 100 établissements. Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; enseignants du préscolaire pour 100 établissements ; établissements avec terrain de sport (%)."
"Kara","Kozah","Kozah 3",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",57.4,46,"Prioritaire","Bâtiments construits depuis 2010 (%)|Toilettes améliorées (WC / eau) (%)|Points de toilettes pour 100 établissements","Enseignants du préscolaire pour 100 établissements|Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)","-1.22|-0.86|-0.45","0.62|0.75|1.27","Kozah 3 se situe au rang 46 sur 117 au niveau national avec un score ISPE de 57.4 (prioritaire). Ce classement s'explique principalement par : bâtiments construits depuis 2010 (%) ; toilettes améliorées (wc / eau) (%) ; points de toilettes pour 100 établissements. Le territoire conserve des atouts relatifs sur : enseignants du préscolaire pour 100 établissements ; jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%)."
"Kara","Kozah","Kozah 4",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",54.4,63,"À surveiller","Toilettes améliorées (WC / eau) (%)|Bâtiments construits depuis 2010 (%)|Établissements pour 100 km²","Jardins d'enfants pour 100 écoles primaires|Établissements avec terrain de sport (%)|Enseignants du préscolaire pour 100 établissements","-1.61|-0.79|-0.37","0.89|1|1.15","Kozah 4 se situe au rang 63 sur 117 au niveau national avec un score ISPE de 54.4 (à surveiller). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; bâtiments construits depuis 2010 (%) ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; établissements avec terrain de sport (%) ; enseignants du préscolaire pour 100 établissements."
"Kara","Kéran","Kéran 1",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",56.8,49,"À surveiller","Toilettes améliorées (WC / eau) (%)|Enseignants pour 100 jardins d'enfants|Établissements pour 100 km²","Jardins d'enfants pour 100 écoles primaires|Points de toilettes pour 100 établissements|Établissements avec terrain de sport (%)","-0.83|-0.62|-0.38","0.23|0.35|0.54","Kéran 1 se situe au rang 49 sur 117 au niveau national avec un score ISPE de 56.8 (à surveiller). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; enseignants pour 100 jardins d'enfants ; établissements pour 100 km². Le territoire conserve des atouts relatifs sur : jardins d'enfants pour 100 écoles primaires ; points de toilettes pour 100 établissements ; établissements avec terrain de sport (%)."
"Kara","Kéran","Kéran 2",2,"Classe 2 — Priorité élevée : déficits marqués en infrastructures essentielles",61.5,29,"Prioritaire","Toilettes améliorées (WC / eau) (%)|Enseignants pour 100 jardins d'enfants|Bâtiments recensés par établissement","Complétude du cycle éducatif (%)|Bâtiments construits depuis 2010 (%)|Établissements avec terrain de sport (%)","-1.08|-0.62|-0.57","0.09|0.35|0.68","Kéran 2 se situe au rang 29 sur 117 au niveau national avec un score ISPE de 61.5 (prioritaire). Ce classement s'explique principalement par : toilettes améliorées (wc / eau) (%) ; enseignants pour 100 jardins d'enfants ; bâtiments recensés par établissement. Le territoire conserve des atouts relatifs sur : complétude du cycle éducatif (%) ; bâtiments construits depuis 2010 (%) ; établissements avec terrain de sport (%)."
